Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
ajs,cadwell 125,2022,Sport,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,11.2,Injection,Overhead Cams (OHC),Air,Chain,113.0,1330.0,740.0,Double disc. Combined braking system,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Twin shocks,"Silver Fox, Jet Black, Blazing Orange, Metallic Blue, Metallic Dark Red"
ajs,cadwell clubman 125,2018,Classic,,124.0,9.9,,Single cylinder, four-stroke,5-speed,54.0,54.0,11.2,Injection,Overhead Cams (OHC),Air,Chain,113.0,1330.0,740.0,Double disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shocks,Black 
ajs,cadwell clubman 125,2020,Allround,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,11.2,Injection,Overhead Cams (OHC),Air,Chain,113.0,1330.0,740.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shocks,Jet Black/Gold
ajs,cr3-125,2008,Sport,3.2,124.0,11.0,,Single cylinder, four-stroke,5-speed,56.5,49.5,,,,Air,Chain,115.0,1320.0,787.0,Single disc,Single disc,70/90-17 ,100/80-17 ,,,Red
ajs,crazy naked 50,2011,Scooter,3.1,40.0,3.5,,Single cylinder, two-stroke,Automatic,40.0,39.2,5.0,Carburettor,Single Overhead Cams (SOHC),Air,Belt,90.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Single  shocks,Silver
ajs,csr nkt1 125,2009,Sport,3.1,124.0,11.4,,Twin, four-stroke,5-speed,44.0,40.0,18.0,Carburettor,,Liquid,Chain,153.0,1320.0,787.0,Single disc,Single disc,90/90-18 ,130/90-15 ,Telefork,Twin reservoir shocks,Red
ajs,daytona 125,2011,Custom / cruiser,3.1,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,13.5,Carburettor,,Liquid,Chain,180.0,1650.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,USD fork,Hrad look rear end. Twin shocks,"White, red"
ajs,daytona 125,2015,Custom / cruiser,,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,13.5,Carburettor,,Liquid,Chain,180.0,1650.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,USD fork,Hard look rear end. Twin shocks,"White, black"
ajs,daytona 125,2016,Custom / cruiser,2.8,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,13.5,Carburettor,Overhead Cams (OHC),Liquid,Chain,180.0,1650.0,640.0,Double disc,Single disc,90/90-21 ,160/80-16 ,USD fork,Hard look rear end. Twin shocks,"Bianco white, Midnight Black."
ajs,dd 125e mk3,2015,Custom / cruiser,,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Single Overhead Cams (SOHC),Liquid,Chain,145.0,1500.0,700.0,Double disc,Single disc,90/90-18 ,130/90-15 ,Telescopic forks,Twin oil damped adjustable shocks,Black
ajs,dd 125e-8,2016,Custom / cruiser,3.2,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Single Overhead Cams (SOHC),Liquid,Chain,160.0,1570.0,700.0,Double disc,Single disc,90/90-18 ,130/90-15 ,Telescopic forks,Twin oil damped adjustable shocks,"Black with flames, Black with stripes"
ajs,dd125e mk2,2011,Custom / cruiser,3.2,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Single Overhead Cams (SOHC),Liquid,Chain,145.0,1500.0,700.0,Double disc,Single disc,90/90-18 ,130/90-15 ,Telescopic forks,Twin oil damped adjustable shocks,Black
ajs,dd50e-2,2011,Custom / cruiser,3.8,49.0,,,Single cylinder, four-stroke,4-speed,39.0,41.4,6.0,Carburettor,Single Overhead Cams (SOHC),Air,Chain,87.0,1400.0,650.0,Single disc,Expanding brake (drum brake),2.50-17 ,4.50-12 ,Telcopic fork,Twin shock swing arm,Black with red/yellow flames.
ajs,digita 50,2014,Scooter,,49.0,2.0,,Single cylinder, four-stroke,Automatic,39.0,41.5,5.5,Carburettor,,Air,Belt,78.0,1220.0,735.0,Single disc,Expanding brake (drum brake),3.50-10 ,3.50-10 ,Telescopic fork,Swing arm,"White, black"
ajs,digita 50,2015,Scooter,,49.0,2.0,,Single cylinder, four-stroke,Automatic,39.0,41.5,5.5,Carburettor,,Air,Belt,78.0,1220.0,735.0,Single disc,Expanding brake (drum brake),3.50-10 ,3.50-10 ,Telescopic fork,Swing arm,"White, black"
ajs,digita 50,2020,Scooter,,49.0,2.0,,Single cylinder, four-stroke,Automatic,39.0,41.5,5.5,Carburettor,,Air,Belt,78.0,1220.0,740.0,Single disc,Expanding brake (drum brake),3.50-10 ,3.50-10 ,Telescopic fork,Swing arm,"Blue, Red"
ajs,eco-125,2008,Allround,3.0,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,,Carburettor,Overhead Cams (OHC),Air,Chain,114.0,,760.0,Single disc,Expanding brake (drum brake),2.75-18 ,90/90-18 ,,,"Black, metallic blue"
ajs,eco-125,2009,Allround,3.4,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,,Carburettor,Overhead Cams (OHC),Air,Chain,114.0,1080.0,760.0,Single disc,Expanding brake (drum brake),2.75-18 ,90/90-18 ,Telefork,"Adjustable load, oil damped twin  shocks","Black, metallic blue, Rosso red"
ajs,eco-2 125,2015,Allround,,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,10.0,Carburettor,Overhead Cams (OHC),,Chain,114.0,1400.0,760.0,Single disc,Expanding brake (drum brake),3.00-21 ,4.10-18 ,USD telefork,Pro Shock linked.,Black
ajs,eco-3,2016,Allround,3.9,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,10.0,Carburettor,Overhead Cams (OHC),Air,Chain,110.0,1275.0,760.0,Single disc,Expanding brake (drum brake),2.75-18 ,100/90-18 ,USD telefork,Pro Shock linked.,"Azure blue, Polar white, Jet black"
ajs,eos 125,2016,Custom / cruiser,,124.6,10.7,,Twin, four-stroke,5-speed,,,13.5,Carburettor,Overhead Cams (OHC),Liquid,Chain,180.0,1850.0,640.0,Double disc,Single disc,90/90-21 ,160/80-16 ,Telescopic fork,Hard look rear end. Twin shocks,"Black, black with silver flames"
ajs,eos 125 mk2,2011,Custom / cruiser,3.3,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,,Single Overhead Cams (SOHC),Liquid,Chain,180.0,1860.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,Telescopic fork,Hard look rear end. Twin shocks,"Black, black with white flames"
ajs,eos 125 mk2,2015,Custom / cruiser,,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Single Overhead Cams (SOHC),Liquid,Chain,180.0,1860.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,Telescopic fork,Hard look rear end. Twin shocks,"Black, black with silver flames"
ajs,eos 350,2015,Custom / cruiser,,320.0,23.0,,Twin, four-stroke,5-speed,62.0,53.0,14.0,Carburettor,Single Overhead Cams (SOHC),Liquid,Chain,191.0,1860.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,Telescopic fork,Hard look rear end. Twin shocks,"Black, black with silver flames"
ajs,exactly 125,2010,Scooter,3.0,124.0,6.2,,Single cylinder, four-stroke,Automatic,52.4,57.8,4.7,Carburettor,,Air,Belt,89.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescopic fork,Single  shocks,Black.
ajs,exactly 125,2011,Scooter,,124.0,6.2,,Single cylinder, four-stroke,Automatic,52.4,57.8,4.7,Carburettor,,Air,Belt,89.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescopic fork,Single  shocks,Black.
ajs,exactly 50,2009,Scooter,3.4,40.0,2.5,,Single cylinder, two-stroke,Automatic,40.0,39.2,4.7,Carburettor,,Air,Belt,87.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telefork,Single  shocks,
ajs,exactly 50,2010,Scooter,1.9,40.0,2.5,,Single cylinder, two-stroke,Automatic,40.0,39.2,4.7,Carburettor,,Air,,87.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Single  shocks,
ajs,exactly 50,2011,Scooter,3.3,40.0,2.5,,Single cylinder, two-stroke,Automatic,40.0,39.2,4.7,Carburettor,,Air,Belt,87.0,1290.0,775.0,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Single  shocks,"Red, white"
ajs,firefox 50,2012,Scooter,1.9,49.0,3.0,,Single cylinder, two-stroke,Automatic,40.0,39.2,4.7,Carburettor,,Air,Belt,85.0,1320.0,825.0,Single disc,Expanding brake (drum brake),120/70-12 ,3.50-12 ,Telescopic fork,Single  shocks,Silver
ajs,firefox 50,2015,Scooter,,49.0,3.0,,Single cylinder, two-stroke,Automatic,39.0,41.5,4.7,Carburettor,,Air,Belt,85.0,1320.0,735.0,Single disc,Expanding brake (drum brake),3.50-12 ,3.50-12 ,Telescopic fork,Single shock,"White, blue"
ajs,firefox 50,2020,Scooter,,49.0,3.0,,Single cylinder, four-stroke,Automatic,39.0,41.5,6.3,Carburettor,,Air,Belt,,1285.0,825.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescopic fork,Single shock,"White, blue,Black"
ajs,g6 bigport,1922,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,Expanding brake (drum brake),Expanding brake (drum brake),,,,,
ajs,g6 bigport,1923,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,Expanding brake (drum brake),Expanding brake (drum brake),,,,,
ajs,g6 bigport,1924,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,Expanding brake (drum brake),Expanding brake (drum brake),,,,,
ajs,g6 bigport,1925,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,Expanding brake (drum brake),Expanding brake (drum brake),,,,,
ajs,g6 bigport,1926,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,Expanding brake (drum brake),Expanding brake (drum brake),,,,,
ajs,g6 bigport,1927,Sport,,349.0,,,Single cylinder, two-stroke,3-speed,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,,,,,,,
ajs,g6 bigport,1928,Sport,,349.0,,,Single cylinder, two-stroke,,74.0,81.0,,Carburettor. Binks,Overhead Valves (OHV),,Chain,,,,,,,,,,
ajs,highway star 125,2020,Allround,2.8,124.0,11.3,9.4,Single cylinder, four-stroke,5-speed,54.0,54.0,19.0,Injection. Delphi electronic fuel injection,Overhead Cams (OHC),Air,Chain,164.0,1460.0,710.0,Double disc,Single disc,120/80-17 ,140/70-17 ,Telescopic fork,Twin shocks,"Black,White, Blue, Red"
ajs,insetto 125,2018,Scooter,3.5,125.0,8.6,,Single cylinder, four-stroke,5-speed,,,7.2,Injection. Delphi electronic fuel injection,,Air,Chain,115.0,1400.0,789.0,Single disc,Single disc,120/70-12 ,130/70-12 ,Telescopic fork,Mono shocks,"Red, blue, silver"
ajs,insetto 125,2020,Scooter,,125.0,8.6,,Single cylinder, four-stroke,5-speed,,,7.2,Injection. Delphi electronic fuel injection,,Air,Chain,115.0,1400.0,789.0,Single disc,Single disc,120/70-12 ,130/70-12 ,Telescopic fork,Mono shocks,"Blue, Silver"
ajs,insetto 125,2022,Scooter,,125.0,8.6,,Single cylinder, four-stroke,Automatic,,,7.2,Injection. Delphi ,,Air,Belt,115.0,1400.0,789.0,Single disc. Combined braking system,Single disc,120/70-12 ,130/70-12 ,Telescopic fork,Mono shocks,"Blue, Silver"
ajs,isaba 125,2020,Allround,,124.5,10.7,8.7,Single cylinder, four-stroke,5-speed,54.0,54.0,13.0,Injection,Overhead Cams (OHC),Air,Chain,136.0,1360.0,760.0,Double disc,Single disc,100/80-17 ,120/70-17 ,Telescopic fork,Dual shocks,"Dark Blue, Black, Light Gray"
ajs,jsm 50,2016,Super motard,2.1,49.3,4.7,,Single cylinder, two-stroke,5-speed,40.0,39.2,8.5,Carburettor,,Liquid,Chain,105.0,1400.0,820.0,Double disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Single shock,"Orange, black"
ajs,jsm 50 motard,2012,Super motard,3.4,49.3,4.7,,Single cylinder, two-stroke,6-speed,40.0,39.2,8.5,Carburettor,Overhead Cams (OHC),Liquid,Chain,105.0,1400.0,820.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Single shock,"Black with red, blue or orange graphics."
ajs,jsm motard,2015,Super motard,,49.3,4.7,,Single cylinder, two-stroke,5-speed,40.0,39.2,8.5,Carburettor,,Liquid,Chain,105.0,1400.0,820.0,Double disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Single shock,Orange/blue
ajs,jsm motard 125,2010,Super motard,3.2,124.0,11.0,,Single cylinder, four-stroke,5-speed,54.0,54.0,8.5,,Overhead Cams (OHC),,Chain,115.0,1400.0,760.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Upside-down fork,Pro Shock linked.,"Black, white, orange. Red, blue, orange graphics."
ajs,jsm motard 125,2011,Super motard,2.9,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,8.5,Carburettor,Overhead Cams (OHC),Air,Chain,115.0,1400.0,760.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Upside-down fork,Pro Shock linked.,"Black, white, orange. Red, blue, orange graphics."
ajs,jsm trail 125,2010,Trial,,124.0,11.0,,Single cylinder, four-stroke,5-speed,54.0,54.0,8.5,,Overhead Cams (OHC),,,115.0,1400.0,760.0,Single disc,Single disc,3.00-21 ,4.10-18 ,USD fork,Pro Shock linked.,"Black, white, orange"
ajs,jsm trail 125,2011,Trial,3.0,124.0,10.1,,Single cylinder, four-stroke,5-speed,54.0,54.0,8.5,Carburettor,Overhead Cams (OHC),,Chain,115.0,1400.0,760.0,Single disc,Single disc,3.00-21 ,4.10-18 ,USD telefork,Pro Shock linked.,"Black, white, orange"
ajs,model 14 250,1960,Sport,2.0,248.0,17.0,,Single cylinder, four-stroke,4-speed,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,1345.0,760.0,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,"Blue, black"
ajs,model 14 250,1961,Sport,3.1,248.0,17.0,,Single cylinder, four-stroke,4-speed,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,1345.0,760.0,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,"Blue, black"
ajs,model 14 250,1962,Sport,,248.0,17.0,,Single cylinder, four-stroke,,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,1345.0,760.0,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,"Blue, black"
ajs,model 14 250,1963,Sport,,248.0,17.0,,Single cylinder, four-stroke,,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,1345.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,"Blue, black"
ajs,model 14 250,1964,Sport,,248.0,17.0,,Single cylinder, four-stroke,,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,1345.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,
ajs,model 14 250,1965,Sport,,248.0,17.0,,Single cylinder, four-stroke,,69.9,64.9,12.5,Carburettor,Overhead Valves (OHV),Air,Chain,149.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-17 ,3.25-17 ,Telescopic,Swingarm-two shocks,
ajs,model 16 350 spectre,1955,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1956,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1957,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1958,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1959,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1960,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1961,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1962,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,17.0,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1963,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-18 ,3.25-18 ,Telescopic,Twin shock,
ajs,model 16 350 spectre,1964,Allround,,348.0,,,Single cylinder, four-stroke,4-speed,69.0,93.0,,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,Twin shock,
ajs,model 16 350 spectre,1965,Allround,,348.0,,,Single cylinder, four-stroke,,69.0,93.0,,Carburettor,Overhead Valves (OHV),Air,Chain,171.0,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,Twin shock,
ajs,model 16 350ms,1949,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1950,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1951,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1952,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1953,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1954,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1955,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Rigid,
ajs,model 16 350ms,1956,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1957,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1958,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1959,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1960,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1961,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1962,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1963,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,13.5,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1964,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
ajs,model 16 350ms,1965,Allround,,347.0,18.0,,Single cylinder, four-stroke,4-speed,69.0,93.0,,Carburettor,Overhead Valves (OHV),Air,Chain,170.0,1422.0,,Expanding brake (drum brake),Expanding brake (drum brake),3.25-19 ,3.25-19 ,Catrigde,Two shock,
